club,last_name,first_name,position,base_salary,guaranteed_compensation
FC Dallas,Montgomery,Callum,D,70250.04,70250.04
Toronto FC,Moor,Drew,D,375000.0,375000.0
Atlanta United,Moore,Brendan,GK,70250.04,70250.04
DC United,Mora,Joseph,D,150000.0,164250.0
New York City FC,Moralez,Maxi,M-F,2000000.04,2000000.04
Portland Timbers,Moreira,Jorge,D,545454.6,607954.6
Chicago Fire,Moreno,Amando,M-F,70250.04,72750.04
DC United,Moreno,Junior,D-M,140000.04,159500.04
Toronto FC,Morgan,Ashtone,D,132000.0,133500.0
Seattle Sounders FC,Morris,Jordan,F,499500.0,619600.0
Toronto FC,Morrow,Justin,D,330000.0,330000.0
FC Dallas,Mosquera,Santiago,M-F,500000.04,591400.04
Orlando City SC,Moutinho,Joao,D,139999.92,202999.92
Major League Soccer,Movsisyan,Yura,F,2049999.96,2273749.96
Orlando City SC,Mueller,Chris,M-F,95625.0,109375.0
Vancouver Whitecaps,Mukumbilwa,Georges,D-M,56250.0,56250.0
Real Salt Lake,Mulholland,Luke,M,155000.04,155000.04
Toronto FC,Mullins,Patrick,F,260004.0,260004.0
New York Red Bulls,Murillo,Michael,D,105003.96,113753.96
Seattle Sounders FC,Muse,Trey,GK,56250.0,65000.0
New York Red Bulls,Muyl,Alex,M-F,123750.0,127750.0
FC Cincinnati,N'dam,Hassan,D,70260.0,70260.0
Atlanta United,Nagbe,Darlington,M,665499.96,665499.96
Orlando City SC,Nani,,M-F,2333333.04,2486249.7
Atlanta United,Nascimento,Luiz Fernando,F,56250.0,56250.0
New York Red Bulls,Nealis,Sean,D,56250.0,56250.0
FC Dallas,Nelson,John,D,80000.04,113000.04
Houston Dynamo,Nelson,Michael,GK,57225.0,57225.0
Sporting Kansas City,Nemeth,Krisztian,F,950000.04,1063666.71
Vancouver Whitecaps,Nerwinski,Jake,D,120000.0,124125.0
Minnesota United,Ng'Anzi,Ally,M-F,56250.0,56250.0
Philadelphia Union,Ngalina,Michee,M-F,56250.0,56250.0
LAFC,Nguyen,Lee,M,525000.0,530000.0
Colorado Rapids,Nicholson,Sam,M-F,300000.0,342073.0
Chicago Fire,Nikolic,Nemanja,F,1700000.04,1913333.37
Vancouver Whitecaps,Norman,David,M,57225.0,58225.0
Orlando City SC,O'Neill,Shane,D,124999.92,139499.92
Seattle Sounders FC,Ocampo-Chavez,Alfonso,F,56250.0,85750.0
Real Salt Lake,Ochoa,David,GK,70250.04,70250.04
San Jose Earthquakes,Ockford,Jimmy,D,70875.0,70875.0
DC United,Odoi-Atsem,Chris,D,56250.0,56250.0
New York City FC,Ofori,Ebenezer,D-M,324999.96,399999.96
Toronto FC,Okello,Noble,M,56244.6,68059.51
Atlanta United,Okonkwo,Patrick,F,56256.0,67256.0
Montreal Impact,Okwonkwo,Orji,M-F,200000.04,220000.04
Minnesota United,Olum,Lawrence,D,70250.04,70250.04
Minnesota United,Omsberg,Wyatt,D,57225.0,57225.0
FC Dallas,Ondrasek,Zdenek,F,400000.08,522250.08
Real Salt Lake,Onuoha,Nedum,D,450000.0,504000.0
Minnesota United,Opara,Ike,D,350000.04,367916.71
Colorado Rapids,Opare,Kofi,D,70250.04,70250.04
Columbus Crew,Opoku,Edward,F,84999.96,105999.96
Toronto FC,Osorio,Jonathan,M,750000.0,776250.0
Chicago Fire,Ousted,David,GK,268181.88,361136.43
LAFC,Palacios,Diego,D,324000.0,348000.0
Montreal Impact,Pantemis,James,GK,70250.04,70250.04
Portland Timbers,Paredes,Cristhian,M,252000.0,283500.0
New York Red Bulls,Parker,Tim,D,738200.04,752200.04
Atlanta United,Parkhurst,Michael,D,300000.0,300000.0
New York City FC,Parks,Keaton,D-M,150000.0,165000.0
San Jose Earthquakes,Partida,Kevin,M,57225.0,57225.0
Orlando City SC,Patino,Santiago,F,72500.04,76781.29
Toronto FC,Patterson-Sewell,Caleb,GK,70875.0,70875.0
LA Galaxy,Pavon,Cristian,F,1200000.0,1200000.0
LA Galaxy,Pedro,Joao,M,240000.0,261000.0
DC United,Pedroso,Marcos,D,375000.0,375000.0
Inter Miami,Pellegrini,Matias,M-F,75000.0,170833.33
Houston Dynamo,Pena,Ronaldo,F,249999.96,249999.96
New England Revolution,Penilla,Cristian,M-F,500000.04,550000.04
FC Dallas,Pepi,Ricardo,F,80000.04,113000.04
Atlanta United,Pereira,Dion,M-F,56250.0,56250.0
Orlando City SC,Pereyra,Mauricio,M,960000.0,1078000.0
LAFC,Perez,Josh,M-F,75999.96,75999.96
LAFC,Perez,Adrien,F,56250.0,56250.0
LAFC,Perez,Javier,M,56250.0,56250.0
Montreal Impact,Piatti,Ignacio,M-F,530000.04,4443333.37
Philadelphia Union,Picault,Fafa,M-F,159999.96,173666.63
Montreal Impact,Piette,Samuel,D-M,135000.0,143159.38
DC United,Pines,Donovan,D,90000.0,102000.0
Real Salt Lake,Plata,Joao,M-F,725004.0,856254.0
Atlanta United,Pogba,Florentin,D,300000.0,324000.0
LA Galaxy,Polenta,Diego,D,687276.0,777276.0
Portland Timbers,Polo,Andy,M-F,150000.0,150000.0
FC Dallas,Pomykal,Paxton,M,99999.96,104999.96
LA Galaxy,Pontius,Chris,M-F,189999.96,189999.96
Real Salt Lake,Portillo,Justin,M,70250.04,70250.04
FC Cincinnati,Powell,Alvas,D,234999.96,251624.96
Orlando City SC,Powers,Dillon,M,200000.04,200000.04
Toronto FC,Pozuelo,Alejandro,M-F,3800000.04,3800000.04
Colorado Rapids,Price,Jack,M,429999.96,437499.96
Philadelphia Union,Przybylko,Kacper,F,240000.0,277000.0
Real Salt Lake,Putna,Andrew,GK,70875.0,70875.0
San Jose Earthquakes,Qazaishvili,"Valeri ""Vako""",M-F,1475004.0,1604042.36
Minnesota United,Quintero,Darwin,M-F,1750000.08,1750000.08
Houston Dynamo,Quioto,Romell,M-F,506668.08,556501.41
Colorado Rapids,Raben,Sam,D,70250.04,70250.04
Montreal Impact,Raitala,Jukka,D,250000.08,290500.08
Houston Dynamo,Ramirez,Christian,F,600000.0,666250.0
Orlando City SC,Ranjitsingh,Gregory,GK,70250.04,70250.04
Colorado Rapids,Rawls,Andre,GK,72360.84,72360.84
Philadelphia Union,Real,Matthew,D,57225.0,57225.0
Atlanta United,Remedi,Eric,D-M,300000.0,300000.0
New England Revolution,Rennicks,Justin,F,80000.04,115000.04
Vancouver Whitecaps,Reyna,Yordy,F,650000.04,713140.04
Chicago Fire,Reynolds,Andre,D,56250.0,64250.0
FC Dallas,Reynolds,Bryan,F,70250.04,70250.04
FC Cincinnati,Richey,Spencer,GK,71666.88,71666.88
Vancouver Whitecaps,Ricketts,Tosaint,F,70250.04,70250.04
Real Salt Lake,Rimando,Nick,GK,300000.0,322500.0
New York City FC,Ring,Alexander,M,849999.96,944999.96
Nashville SC,Rios,Daniel,F,80000.04,91625.04
San Jose Earthquakes,Rios,Andres,F,660000.0,729250.0
FC Dallas,Roberts,Thomas,M,109999.92,137999.92
Orlando City SC,Robinho,,M-F,198000.0,205500.0
Atlanta United,Robinson,Miles,D,145000.08,201250.08
DC United,Robinson,Jalen,D,80004.0,80004.0
New York Red Bulls,Robles,Luis,GK,490000.08,490000.08
New York City FC,Rocha,Tony,M,72346.92,72346.92
DC United,Rodriguez,Lucas,M-F,261999.96,298549.86
Houston Dynamo,Rodriguez,Memo,M,70250.04,82750.04
Minnesota United,Rodriguez,Angelo,F,600000.0,667187.5
Seattle Sounders FC,Rodriguez,Victor,M-F,999999.96,1087499.96
LAFC,Rodriguez Bravo,Brian,F,700000.08,1039800.08
Seattle Sounders FC,Roldan,Cristian,M,460000.08,596541.68
Seattle Sounders FC,Roldan,Alex,M-F,57225.0,57225.0
LA Galaxy,Romney,Dave,D,102000.0,118950.0
Columbus Crew,Room,Eloy,GK,300000.0,354694.33
DC United,Rooney,Wayne,F,3500000.04,3507500.04
Vancouver Whitecaps,Rose,Andy,M,192500.04,192500.04
Orlando City SC,Rosell,Oriol,D-M,522499.92,522499.92
Colorado Rapids,Rosenberry,Keegan,D,151194.96,164944.96
LAFC,Rossi,Diego,M-F,1000000.08,1052000.08
Orlando City SC,Rowe,Brian,GK,95000.04,98000.04
Real Salt Lake,Rowe,Kelyn,M-F,261399.96,326399.96
New York Red Bulls,Royer,Daniel,M-F,699999.96,768749.96
Colorado Rapids,Rubio Kostner,Diego,F,324999.96,353749.96
Seattle Sounders FC,Ruidiaz,Raul,F,2000004.0,2000004.0
Real Salt Lake,Ruiz,Pablo,M,200004.0,221004.0
Real Salt Lake,Rusnak,Albert,M-F,1800000.0,2001666.67
Sporting Kansas City,Russell,Johnny,M-F,1449999.96,1449999.96
Colorado Rapids,Rwatubyaye,Abdul,D,56250.0,62625.0
New York Red Bulls,Rzatkowski,Marc,M,300000.0,341666.67
Montreal Impact,Sagna,Bacary,D,660000.0,705000.0
Houston Dynamo,Salazar,Michael,,70250.04,70250.04
San Jose Earthquakes,Salinas,Shea,M-F,249999.96,249999.96
Sporting Kansas City,Salloi,Daniel,M-F,129999.96,139624.96
Chicago Fire,Sanchez,Richard,GK,150000.0,152500.0
Sporting Kansas City,Sanchez,Ilie,D-M,900000.0,900000.0
New York City FC,Sands,James,D-M,105000.0,105000.0
Orlando City SC,Sane,Lamine,D,902499.96,949999.96
Columbus Crew,Santos,Pedro,M-F,817560.0,864560.0
Philadelphia Union,Santos,Sergio,F,600000.0,668500.0
Chicago Fire,Sapong,CJ,F,475000.08,475000.08
Real Salt Lake,Saucedo,Sebastian,M-F,112500.0,123000.0
Real Salt Lake,Savarino,Jefferson,M-F,475008.0,498695.65
New York City FC,Scally,Joe,D,56250.0,78066.67
Real Salt Lake,Schmitt,Tate,F,70250.04,70250.04
Minnesota United,Schuller,Rasmus,M,275004.0,300004.0
Chicago Fire,Schweinsteiger,Bastian,M,5600000.04,5600000.04
FC Dallas,Sealy,Dante,F,80000.04,108400.04
DC United,Segura,Ulises,M-F,169999.92,184249.92
LAFC,Segura,Eddie,D,199999.92,223999.92
DC United,Seitz,Chris,GK,165000.0,165000.0
Montreal Impact,Sejdic,Amar,M,56250.0,56250.0
Colorado Rapids,Serna,Dillon,M-F,120000.0,120000.0
FC Dallas,Servania,Brandon,M,160000.08,211000.08
Toronto FC,Shaffelburg,Jacob,M-F,56250.0,62750.0
Atlanta United,Shea,Brek,D-M,225000.0,225000.0
Colorado Rapids,Shinyashiki,Andre,F,84999.96,94999.96
Seattle Sounders FC,Shipp,Harry,M-F,234999.96,234999.96
Montreal Impact,Shome,Shamit,M,100000.08,120000.08
Minnesota United,Shuttleworth,Bobby,GK,174999.96,191874.96
LAFC,Silva,Danilo,D,200000.04,200000.04
Real Salt Lake,Silva,Marcelo,D,725004.0,776629.0
Seattle Sounders FC,Silva,Luis,F,70250.04,70250.04
New York Red Bulls,Sims,Josh,M,695967.96,710467.96
Sporting Kansas City,Sinovic,Seth,D,135000.0,143000.0
LAFC,Sisniega,Pablo,GK,105000.0,105000.0
Colorado Rapids,Sjoberg,Axel,D,174996.0,179996.0
LA Galaxy,Skjelvik,Jorgen,D,999999.96,1066666.63
Chicago Fire,Slonina,Gabriel,GK,60000.0,74800.0
Colorado Rapids,Smith,Tommy,D,600000.0,640000.0
Major League Soccer,Smith,Blake,D,70250.04,70250.04
Orlando City SC,Smith,Kyle,D,70250.04,70250.04
Seattle Sounders FC,Smith,Brad,D,529092.0,549092.0
Sporting Kansas City,Smith,Graham,D-M,57225.0,57225.0
Columbus Crew,Sosa,Eduardo,M-F,99999.96,120199.96
Minnesota United,St. Clair,Dayne,GK,70250.04,74753.17
Orlando City SC,Stajduhar,Mason,GK,70875.0,70875.0
FC Cincinnati,Stanko,Caleb,D-M,337500.0,390833.33
LA Galaxy,Steres,Daniel,D,150000.0,157333.4
Houston Dynamo,Struna,"Aljaz ""Kiki""",D,1100000.04,1210000.04
New York City FC,Stuver,Brad,GK,99999.96,99999.96
Vancouver Whitecaps,Sutter,Scott,D,155000.04,170177.04
Seattle Sounders FC,Svensson,Gustav,D-M,570000.0,600000.0
New York City FC,Sweat,Ben,D,200000.04,200000.04
Montreal Impact,Tabla,Ballou,M-F,70250.04,70250.04
Montreal Impact,Taider,Saphir,M,1400000.04,1400000.04
New York City FC,Tajouri-Shradi,Ismael,M-F,350000.04,380500.04
San Jose Earthquakes,Tarbell,Andrew,GK,200000.04,235000.04
New York Red Bulls,Tarek,Amro,D,150000.0,156250.0
Vancouver Whitecaps,Teibert,Russell,D-M,170000.04,190000.04
Orlando City SC,Teixeira,Ruan,D,159999.96,159999.96
Toronto FC,Telfer,Ryan,M-F,70250.04,70250.04
San Jose Earthquakes,Thompson,Tommy,D,174999.96,174999.96
New York City FC,Tinnerholm,Anton,D,496800.0,546800.0
Real Salt Lake,Toia,Donny,D,131254.2,131254.2
Seattle Sounders FC,Tolo,Nouhou,D,84000.0,84000.0
New York City FC,Torres,Juan Pablo,M,70250.04,84750.04
Seattle Sounders FC,Torres,Roman,D,670000.08,740000.08
Minnesota United,Toye,Mason,F,135000.0,188000.0
LA Galaxy,Traore,Diedie,D,56250.0,56250.0
Columbus Crew,Trapp,Wil,M,549996.0,593746.0
Philadelphia Union,Trusty,Auston,D,95000.04,124100.04
Portland Timbers,Tuiloma,Bill,D-M,100008.0,107508.0
New England Revolution,Turner,Matt,GK,75937.56,75937.56
FC Dallas,Twumasi,Ema,M-F,150000.0,196900.0
FC Cincinnati,Tyton,Przemyslaw,GK,231750.0,328438.0
FC Cincinnati,Ulloa,Victor,D-M,210000.0,212500.0
Montreal Impact,Urruti,Maximiliano,F,900000.0,1071000.0
Portland Timbers,Valentin,Zarek,D,159999.96,159999.96
Columbus Crew,Valenzuela,Milton,D,290000.04,321300.04
Portland Timbers,Valeri,Diego,M-F,2319999.96,2419999.96
New York Red Bulls,Valot,Florian,M-F,70872.0,74508.45
FC Cincinnati,Van Der Werff,Maikel,D,549999.96,635166.63
Montreal Impact,Vargas,Jeisson,M-F,225000.0,225000.0
LAFC,Vassell,Peter,M-F,70250.04,72750.04
Atlanta United,Vazquez,Brandon,F,150000.0,166000.0
Real Salt Lake,Vazquez,Julian,F,56250.0,66250.0
San Jose Earthquakes,Vega,Daniel,GK,200000.04,210000.04
LAFC,Vela,Carlos,M-F,4500000.0,6300000.0
Houston Dynamo,Vera,Matias Gabriel,D-M,225000.0,231250.0
Portland Timbers,Villafaña,Jorge,D,600000.0,617500.0
Atlanta United,Villalba,Hector,M-F,722499.96,830249.96
Colorado Rapids,Vines,Sam,D,80000.04,81250.04
LA Galaxy,Vom Steeg,Justin,GK,57225.0,57225.0
Philadelphia Union,Wagner,Kai,D,318000.0,360150.0
Sporting Kansas City,Wallace,Rodney,M,360000.0,360000.0
FC Cincinnati,Waston,Kendall,D,750000.0,776666.67
Toronto FC,Westberg,Quentin,GK,100000.08,115254.08
New York Red Bulls,White,Brian,F,57225.0,57225.0
DC United,Wild,Gordon,F,99999.96,129999.96
Columbus Crew,Williams,Romario,F,78650.04,78650.04
Columbus Crew,Williams,Josh,D,215000.04,215000.04
Columbus Crew,Williams,JJ,F,95000.04,149750.04
Portland Timbers,Williamson,Eryk,M,120000.0,136500.0
Houston Dynamo,Willis,Joe,GK,165000.0,172833.33
Colorado Rapids,Wilson,Danny,D,500000.04,540000.04
San Jose Earthquakes,Wondolowski,Chris,F,800000.04,800000.04
Philadelphia Union,Wooten,Andrew,F,510000.0,595833.33
New England Revolution,Wright,Brian,F,70875.0,70875.0
New York Red Bulls,Wright-Phillips,Bradley,F,1200000.0,1380000.0
Colorado Rapids,Wynne,Deklan,D,74250.0,74250.0
Montreal Impact,Yao,Karifa,D,56250.0,60466.39
DC United,Yow,Griffin,F,70250.04,76368.37
San Jose Earthquakes,Yueill,Jackson,M,145000.08,190000.08
New England Revolution,Zahibo,Wilfred,M,513000.0,583000.0
Portland Timbers,Zambrano,Renzo,M,70250.04,70250.04
Columbus Crew,Zardes,Gyasi,F,1421666.64,1471666.64
Toronto FC,Zavaleta,Eriq,D,275004.0,296962.33
Sporting Kansas City,Zelalem,Gedion,M,56250.0,77916.67
LAFC,Zelaya,Rodolfo,F,162500.04,185833.37
Sporting Kansas City,Zendejas,Adrian,GK,70250.04,70250.04
FC Dallas,Ziegler,Reto,D,820000.08,870000.08
LAFC,Zimmerman,Walker,D,600000.0,600000.0
FC Dallas,Zobeck,Kyle,GK,70875.0,70875.0
LA Galaxy,Zubak,Ethan,F,75000.0,78125.0
Sporting Kansas City,Zusi,Graham,D-M,625000.08,688333.41
